file,SpectralFlatness,SpectralCentroid_Hz,EffectiveBandwidth99_Hz,SilenceRatio,CrestFactor
Similar_Trot_00138_Cover_Timbre_C.wav,0.001186,1782.08,3273.05,0.0,5.5725
Similar_Trot_00138_Org.wav,0.002399,2571.78,4478.91,0.0,7.15
Similar_Trot_00162_Cover_Arrangement_A.wav,0.001925,1995.45,2411.72,0.0,5.0498
Similar_Trot_00162_Cover_Genre_A.wav,0.003794,2677.12,6029.3,0.0,7.561
Similar_Trot_00162_Cover_Instrument_A.wav,0.00152,1851.95,3100.78,0.002313,5.2043
Similar_Trot_00162_Cover_Instrument_C.wav,0.001802,2060.63,3574.51,0.004049,6.2157
Similar_Trot_00162_Cover_Rhythm_B.wav,0.004671,2779.66,6459.96,0.0,7.9523
Similar_Trot_00162_Cover_Tempo_A.wav,0.001856,1915.13,2971.58,0.0,6.9944
Similar_Trot_00162_Cover_Tempo_C.wav,0.001465,1933.83,4134.38,0.022556,8.219
Similar_Trot_00162_Cover_Timbre_A.wav,0.002162,2221.2,3703.71,0.0,6.4657
Similar_Trot_00162_Cover_Timbre_C.wav,0.002064,2153.16,3617.58,0.0,6.3376
Similar_Trot_00162_Org.wav,0.002133,2167.52,3100.78,0.0,4.8766
일반남여_일반통합06_F_1524374974_25_수도권_실내_07802.wav,0.268887,1410.77,4134.38,0.291874,6.5853
일반남여_일반통합06_F_1524374974_25_수도권_실내_07811.wav,0.209909,1499.63,5254.1,0.256803,10.6194
일반남여_일반통합06_F_1524374974_25_수도권_실내_07812.wav,0.231058,1217.77,3359.18,0.315464,8.6882
일반남여_일반통합06_F_1524374974_25_수도권_실내_07814.wav,0.311452,1610.58,6072.36,0.350626,10.2796
일반남여_일반통합06_F_1524374974_25_수도권_실내_07820.wav,0.250422,1399.28,2110.25,0.32483,9.6284
일반남여_일반통합06_F_1524374974_25_수도권_실내_07822.wav,0.266937,1344.71,2756.25,0.307823,7.3951
일반남여_일반통합06_F_1524374974_25_수도권_실내_07826.wav,0.353189,1653.51,1550.39,0.440767,9.2449
일반남여_일반통합06_F_1524374974_25_수도권_실내_07834.wav,0.2876,1335.75,4306.64,0.315331,8.0369
일반남여_일반통합06_F_1524374974_25_수도권_실내_07836.wav,0.373639,1753.52,2928.52,0.419263,8.0914
일반남여_일반통합06_F_1524374974_25_수도권_실내_07838.wav,0.294377,1199.62,5211.04,0.350626,11.8851
일반남여_일반통합06_F_1524374974_25_수도권_실내_07840.wav,0.393581,993.53,2583.98,0.412698,5.3878
일반남여_일반통합06_F_1524374974_25_수도권_실내_07843.wav,0.381062,978.95,1550.39,0.412178,8.7247
일반남여_일반통합06_F_1524374974_25_수도권_실내_07845.wav,0.341753,1100.68,1851.86,0.362264,6.4236
일반남여_일반통합06_F_1524374974_25_수도권_실내_07847.wav,0.445724,1259.98,1679.59,0.501305,9.2831
일반남여_일반통합06_F_1524374974_25_수도권_실내_07849.wav,0.41596,1300.07,1593.46,0.450425,10.9116
일반남여_일반통합06_F_1524374974_25_수도권_실내_07851.wav,0.282506,1589.23,4737.3,0.369615,11.8024
일반남여_일반통합06_F_1524374974_25_수도권_실내_07853.wav,0.305291,997.2,3273.05,0.320388,8.1627
일반남여_일반통합06_F_1524374974_25_수도권_실내_07855.wav,0.370211,1353.17,3057.71,0.430928,15.0449
일반남여_일반통합06_F_1524374974_25_수도권_실내_08316.wav,0.380927,1402.24,3143.85,0.424742,10.1381
일반남여_일반통합06_F_1524374974_25_수도권_실내_08318.wav,0.384506,1271.7,4651.17,0.461856,9.7112
통화 7727-0029.wav,1e-06,921.08,2454.79,0.017442,6.3683
통화 7728-0017.wav,0.000159,904.59,2799.32,0.013158,5.5422
통화 7728-0022.wav,2.3e-05,1027.45,2497.85,0.0,4.5919
통화 7728-0038.wav,1.5e-05,867.76,2627.05,0.0,6.131
통화 7729-0014.wav,2e-05,945.0,2583.98,0.0,6.3503
통화 7729-0018.wav,0.000158,886.82,2497.85,0.0,4.6046
통화 7729-0020.wav,9e-06,945.57,2454.79,0.0,5.1434
통화 7729-0025.wav,5e-06,924.57,2153.32,0.0,5.308
통화 7729-0027.wav,6e-06,877.92,2971.58,0.0,4.302
통화 7732-0011.wav,5.7e-05,1059.46,2885.45,0.208333,5.2166
통화 7732-0024.wav,5.3e-05,1029.93,2627.05,0.0,7.488
통화 7751-0017.wav,2.8e-05,893.7,2325.59,0.0,6.6914
통화 7751-0024.wav,4.3e-05,1032.07,2067.19,0.0,6.0652
통화 7755-0009.wav,4e-06,862.01,1894.92,0.0,4.7604
통화 7755-0016.wav,2e-05,907.63,1981.05,0.0,6.4096
통화 7756-0007.wav,0.00012,1002.0,2368.65,0.0,6.3915
통화 7756-0014.wav,0.000117,1010.23,2670.12,0.0,7.5598
통화 7756-0030.wav,5.3e-05,946.79,2024.12,0.0,6.6072
통화 7761-0025.wav,1.6e-05,930.08,1679.59,0.0,5.4498
통화 7763-0020.wav,1.4e-05,1004.17,2799.32,0.0,5.8016
