file,SpectralFlatness,SpectralCentroid_Hz,EffectiveBandwidth99_Hz,SilenceRatio,CrestFactor
Similar_Trot_00138_Cover_Instrument_A.wav,0.012912,1406.4,3593.75,0.0,5.6805
Similar_Trot_00138_Cover_Instrument_C.wav,0.010806,1284.23,3203.12,0.0,5.7561
Similar_Trot_00138_Cover_Rhythm_A.wav,0.012355,1678.65,3953.12,0.0,3.9069
Similar_Trot_00138_Cover_Tempo_B.wav,0.011608,1313.31,3265.62,0.0,5.9973
Similar_Trot_00138_Cover_Tempo_D.wav,0.01435,1410.66,3671.88,0.0,5.7239
Similar_Trot_00138_Cover_Timbre_A.wav,0.008573,1273.81,2937.5,0.0,5.0808
Similar_Trot_00138_Cover_Timbre_C.wav,0.010483,1270.22,3187.5,0.0,5.3447
Similar_Trot_00138_Org.wav,0.015683,1570.75,3921.88,0.0,7.0273
Similar_Trot_00162_Cover_Arrangement_A.wav,0.008959,1242.54,2187.5,0.0,4.7906
Similar_Trot_00162_Cover_Genre_A.wav,0.025537,1791.9,5640.62,0.0,7.2927
Similar_Trot_00162_Cover_Instrument_A.wav,0.010027,1276.51,3078.12,0.0,5.244
Similar_Trot_00162_Cover_Instrument_C.wav,0.011756,1408.2,3515.62,0.001595,6.2788
Similar_Trot_00162_Cover_Rhythm_B.wav,0.031036,1807.34,5906.25,0.0,7.5556
Similar_Trot_00162_Cover_Tempo_A.wav,0.012219,1340.74,2953.12,0.0,6.9822
Similar_Trot_00162_Cover_Tempo_C.wav,0.008758,1340.53,4093.75,0.012759,8.2431
Similar_Trot_00162_Cover_Timbre_A.wav,0.014341,1525.56,3578.12,0.0,6.5244
Similar_Trot_00162_Cover_Timbre_C.wav,0.013632,1472.4,3531.25,0.0,6.4152
Similar_Trot_00162_Org.wav,0.010628,1311.04,2359.38,0.0,4.8276
일반남여_일반통합06_F_1524374974_25_수도권_실내_07802.wav,0.250111,1259.64,4140.62,0.255708,6.5865
일반남여_일반통합06_F_1524374974_25_수도권_실내_07811.wav,0.187358,1264.53,5265.62,0.196262,10.6188
일반남여_일반통합06_F_1524374974_25_수도권_실내_07812.wav,0.205971,1194.01,3375.0,0.255682,8.6315
일반남여_일반통합06_F_1524374974_25_수도권_실내_07814.wav,0.291376,1321.79,6078.12,0.305419,10.137
일반남여_일반통합06_F_1524374974_25_수도권_실내_07820.wav,0.219516,1091.8,2125.0,0.238318,9.6064
일반남여_일반통합06_F_1524374974_25_수도권_실내_07822.wav,0.258902,1198.73,2765.62,0.275701,7.4009
일반남여_일반통합06_F_1524374974_25_수도권_실내_07826.wav,0.320702,1202.34,1562.5,0.394231,9.2175
일반남여_일반통합06_F_1524374974_25_수도권_실내_07834.wav,0.274663,1188.64,4312.5,0.283654,7.8164
일반남여_일반통합06_F_1524374974_25_수도권_실내_07836.wav,0.369675,1365.15,2937.5,0.367188,8.0868
일반남여_일반통합06_F_1524374974_25_수도권_실내_07838.wav,0.283434,1104.05,5203.12,0.300493,11.8868
일반남여_일반통합06_F_1524374974_25_수도권_실내_07840.wav,0.376494,826.35,2593.75,0.3875,5.2914
일반남여_일반통합06_F_1524374974_25_수도권_실내_07843.wav,0.354082,746.83,1531.25,0.367742,8.667
일반남여_일반통합06_F_1524374974_25_수도권_실내_07845.wav,0.327455,944.32,1875.0,0.34375,6.4204
일반남여_일반통합06_F_1524374974_25_수도권_실내_07847.wav,0.430189,981.35,1687.5,0.47482,9.2156
일반남여_일반통합06_F_1524374974_25_수도권_실내_07849.wav,0.387247,978.85,1593.75,0.40625,10.8404
일반남여_일반통합06_F_1524374974_25_수도권_실내_07851.wav,0.258366,1315.29,4750.0,0.33125,11.5978
일반남여_일반통합06_F_1524374974_25_수도권_실내_07853.wav,0.301298,1030.58,3265.62,0.304813,8.1169
일반남여_일반통합06_F_1524374974_25_수도권_실내_07855.wav,0.337904,1101.05,3078.12,0.386364,14.7166
일반남여_일반통합06_F_1524374974_25_수도권_실내_08316.wav,0.371064,1096.17,3125.0,0.380682,10.1232
일반남여_일반통합06_F_1524374974_25_수도권_실내_08318.wav,0.362544,1073.92,4671.88,0.392045,9.7271
통화 7727-0029.wav,4.6e-05,991.87,2437.5,0.015873,6.3201
통화 7728-0017.wav,0.000715,987.22,2812.5,0.017857,5.5574
통화 7728-0022.wav,0.000452,1092.8,2515.62,0.0,4.5711
통화 7728-0038.wav,4.2e-05,947.07,2625.0,0.0,6.0825
통화 7729-0014.wav,0.000346,980.6,2593.75,0.0,6.2599
통화 7729-0018.wav,0.00055,919.76,2500.0,0.0,4.6161
통화 7729-0020.wav,0.000189,997.39,2437.5,0.0,5.05
통화 7729-0025.wav,0.000348,945.62,2171.88,0.0,5.2996
통화 7729-0027.wav,0.000174,932.53,2953.12,0.0,4.3036
통화 7732-0011.wav,0.000604,1161.29,2875.0,0.150943,5.1751
통화 7732-0024.wav,0.000528,1117.97,2625.0,0.0,7.5024
통화 7751-0017.wav,0.000276,955.4,2328.12,0.0,6.4735
통화 7751-0024.wav,0.000208,1063.84,2062.5,0.0,6.0621
통화 7755-0009.wav,0.000189,938.82,1906.25,0.0,4.7614
통화 7755-0016.wav,0.000265,955.67,1968.75,0.0,6.3676
통화 7756-0007.wav,0.000729,1079.31,2390.62,0.0,6.3736
통화 7756-0014.wav,0.000539,1081.8,2656.25,0.0,7.5802
통화 7756-0030.wav,0.00042,1000.42,2031.25,0.0,6.528
통화 7761-0025.wav,0.000293,965.51,1703.12,0.0,5.4042
통화 7763-0020.wav,0.000343,1045.68,2812.5,0.0,5.8005
