file,stage,axis,BER,NC,BitAccuracy,DSR,hit_ratio,SI-SNR(dB),ViSQOL,PESQ,ODG,IoU,MIoU,F1,MUSHRA,SpectralFlatness,SpectralCentroid_Hz,EffectiveBandwidth99_Hz,SilenceRatio,CrestFactor
일반남여_일반통합06_F_1524374974_25_수도권_실내_07811.wav,Crop_10pct,axis2,0.0,1.0,,1,0.2683,35.97,4.618,3.48,,0.676,0.3905,0.8067,,0.187358,1264.53,5265.62,0.196262,10.6188
일반남여_일반통합06_F_1524374974_25_수도권_실내_07811.wav,TSM_1.1x,axis2,0.0,1.0,,1,0.1905,,4.186,1.094,,0.9245,0.6652,0.9608,,0.187358,1264.53,5265.62,0.196262,10.6188
일반남여_일반통합06_F_1524374974_25_수도권_실내_07811.wav,EnCodec_6kbps,axis3,1.0,-1.0,0.0,0,0.0,7.03,4.444,2.154,,0.0,0.0604,0.0,수동 평가 필요,0.187358,1264.53,5265.62,0.196262,10.6188
일반남여_일반통합06_F_1524374974_25_수도권_실내_07811.wav,DAC,axis3,1.0,-1.0,0.0,0,0.0,-32.4,4.557,3.111,,0.0,0.0604,0.0,수동 평가 필요,0.187358,1264.53,5265.62,0.196262,10.6188
일반남여_일반통합06_F_1524374974_25_수도권_실내_07812.wav,NoAttack,step2,0.0,1.0,,1,0.25,35.33,4.575,3.631,,0.8889,0.7911,0.9412,,0.205971,1194.01,3375.0,0.255682,8.6315
일반남여_일반통합06_F_1524374974_25_수도권_실내_07812.wav,AWGN_30dB,axis1,1.0,-1.0,,0,0.0,28.9,3.961,1.828,,0.0,0.1448,0.0,,0.205971,1194.01,3375.0,0.255682,8.6315
일반남여_일반통합06_F_1524374974_25_수도권_실내_07812.wav,Resample_44100RT,axis1,0.0,1.0,,1,0.25,35.33,4.577,3.641,,0.8889,0.7911,0.9412,,0.205971,1194.01,3375.0,0.255682,8.6315
일반남여_일반통합06_F_1524374974_25_수도권_실내_07812.wav,Limiter,axis1,0.0,1.0,,1,0.25,35.33,4.575,3.631,,0.8889,0.7911,0.9412,,0.205971,1194.01,3375.0,0.255682,8.6315
일반남여_일반통합06_F_1524374974_25_수도권_실내_07812.wav,MP3_128kbps,axis2,0.0,1.0,,1,0.25,35.14,4.554,3.628,,0.8889,0.7911,0.9412,,0.205971,1194.01,3375.0,0.255682,8.6315
일반남여_일반통합06_F_1524374974_25_수도권_실내_07812.wav,MP3_320kbps,axis2,0.0,1.0,,1,0.25,35.13,4.554,3.628,,0.8889,0.7911,0.9412,,0.205971,1194.01,3375.0,0.255682,8.6315
일반남여_일반통합06_F_1524374974_25_수도권_실내_07812.wav,AAC_128kbps,axis2,0.0,1.0,,1,0.25,35.19,4.57,3.58,,0.8889,0.7911,0.9412,,0.205971,1194.01,3375.0,0.255682,8.6315
일반남여_일반통합06_F_1524374974_25_수도권_실내_07812.wav,TelephoneFilter,axis2,0.125,0.75,,1,0.1111,-2.73,4.105,3.001,,0.4651,0.4158,0.6349,,0.205971,1194.01,3375.0,0.255682,8.6315
일반남여_일반통합06_F_1524374974_25_수도권_실내_07812.wav,Opus_32kbps,axis2,0.0,1.0,,1,0.25,25.68,4.527,3.709,,0.8889,0.7911,0.9412,,0.205971,1194.01,3375.0,0.255682,8.6315
일반남여_일반통합06_F_1524374974_25_수도권_실내_07812.wav,Crop_10pct,axis2,0.0,1.0,,1,0.1667,34.08,4.57,3.603,,0.8383,0.7159,0.912,,0.205971,1194.01,3375.0,0.255682,8.6315
일반남여_일반통합06_F_1524374974_25_수도권_실내_07812.wav,TSM_1.1x,axis2,0.0,1.0,,1,0.1613,,4.043,1.157,,0.9324,0.8772,0.965,,0.205971,1194.01,3375.0,0.255682,8.6315
일반남여_일반통합06_F_1524374974_25_수도권_실내_07812.wav,EnCodec_6kbps,axis3,1.0,-1.0,0.0,0,0.0,8.63,4.459,2.214,,0.0,0.1448,0.0,수동 평가 필요,0.205971,1194.01,3375.0,0.255682,8.6315
일반남여_일반통합06_F_1524374974_25_수도권_실내_07812.wav,DAC,axis3,1.0,-1.0,0.0,0,0.0,-35.04,4.488,3.294,,0.0,0.1448,0.0,수동 평가 필요,0.205971,1194.01,3375.0,0.255682,8.6315
일반남여_일반통합06_F_1524374974_25_수도권_실내_07814.wav,NoAttack,step2,0.0,1.0,,1,0.2045,37.34,4.652,3.948,,0.8889,0.8438,0.9412,,0.291376,1321.79,6078.12,0.305419,10.137
일반남여_일반통합06_F_1524374974_25_수도권_실내_07814.wav,AWGN_30dB,axis1,0.0,1.0,,1,0.0455,29.29,4.148,2.382,,0.4524,0.4753,0.623,,0.291376,1321.79,6078.12,0.305419,10.137
일반남여_일반통합06_F_1524374974_25_수도권_실내_07814.wav,Resample_44100RT,axis1,0.0,1.0,,1,0.2045,37.33,4.652,3.953,,0.8889,0.8438,0.9412,,0.291376,1321.79,6078.12,0.305419,10.137
일반남여_일반통합06_F_1524374974_25_수도권_실내_07814.wav,Limiter,axis1,0.0,1.0,,1,0.2045,37.34,4.652,3.948,,0.8889,0.8438,0.9412,,0.291376,1321.79,6078.12,0.305419,10.137
일반남여_일반통합06_F_1524374974_25_수도권_실내_07814.wav,MP3_128kbps,axis2,0.0,1.0,,1,0.2045,35.38,4.645,3.945,,0.8889,0.8438,0.9412,,0.291376,1321.79,6078.12,0.305419,10.137
일반남여_일반통합06_F_1524374974_25_수도권_실내_07814.wav,MP3_320kbps,axis2,0.0,1.0,,1,0.2045,35.33,4.644,3.945,,0.8889,0.8438,0.9412,,0.291376,1321.79,6078.12,0.305419,10.137
일반남여_일반통합06_F_1524374974_25_수도권_실내_07814.wav,AAC_128kbps,axis2,0.0,1.0,,1,0.2,36.51,4.651,3.914,,0.8889,0.8438,0.9412,,0.291376,1321.79,6078.12,0.305419,10.137
일반남여_일반통합06_F_1524374974_25_수도권_실내_07814.wav,TelephoneFilter,axis2,0.0,1.0,,1,0.1364,-2.0,3.929,2.774,,0.9091,0.874,0.9524,,0.291376,1321.79,6078.12,0.305419,10.137
일반남여_일반통합06_F_1524374974_25_수도권_실내_07814.wav,Opus_32kbps,axis2,0.0,1.0,,1,0.2045,21.7,4.493,4.02,,0.8889,0.8438,0.9412,,0.291376,1321.79,6078.12,0.305419,10.137
일반남여_일반통합06_F_1524374974_25_수도권_실내_07814.wav,Crop_10pct,axis2,0.0,1.0,,1,0.2368,37.01,4.652,3.883,,0.8889,0.8082,0.9412,,0.291376,1321.79,6078.12,0.305419,10.137
일반남여_일반통합06_F_1524374974_25_수도권_실내_07814.wav,TSM_1.1x,axis2,0.0,1.0,,1,0.1053,,4.081,1.082,,0.9091,0.8741,0.9524,,0.291376,1321.79,6078.12,0.305419,10.137
일반남여_일반통합06_F_1524374974_25_수도권_실내_07814.wav,EnCodec_6kbps,axis3,1.0,-1.0,0.0,0,0.0,6.03,4.471,2.446,,0.0,0.1915,0.0,수동 평가 필요,0.291376,1321.79,6078.12,0.305419,10.137
일반남여_일반통합06_F_1524374974_25_수도권_실내_07814.wav,DAC,axis3,1.0,-1.0,0.0,0,0.0,-26.2,4.532,3.61,,0.0,0.1915,0.0,수동 평가 필요,0.291376,1321.79,6078.12,0.305419,10.137
일반남여_일반통합06_F_1524374974_25_수도권_실내_07820.wav,NoAttack,step2,0.0,1.0,,1,0.2917,35.23,4.559,3.151,,0.8955,0.5235,0.9449,,0.219516,1091.8,2125.0,0.238318,9.6064
일반남여_일반통합06_F_1524374974_25_수도권_실내_07820.wav,AWGN_30dB,axis1,0.125,0.75,,1,0.0208,28.88,4.07,1.913,,0.2903,0.2074,0.45,,0.219516,1091.8,2125.0,0.238318,9.6064
일반남여_일반통합06_F_1524374974_25_수도권_실내_07820.wav,Resample_44100RT,axis1,0.0,1.0,,1,0.2917,35.23,4.56,3.156,,0.8955,0.5235,0.9449,,0.219516,1091.8,2125.0,0.238318,9.6064
일반남여_일반통합06_F_1524374974_25_수도권_실내_07820.wav,Limiter,axis1,0.0,1.0,,1,0.2917,35.23,4.559,3.151,,0.8955,0.5235,0.9449,,0.219516,1091.8,2125.0,0.238318,9.6064
일반남여_일반통합06_F_1524374974_25_수도권_실내_07820.wav,MP3_128kbps,axis2,0.0,1.0,,1,0.2917,34.98,4.561,3.165,,0.8955,0.5235,0.9449,,0.219516,1091.8,2125.0,0.238318,9.6064
일반남여_일반통합06_F_1524374974_25_수도권_실내_07820.wav,MP3_320kbps,axis2,0.0,1.0,,1,0.2917,34.97,4.561,3.166,,0.8955,0.5235,0.9449,,0.219516,1091.8,2125.0,0.238318,9.6064
일반남여_일반통합06_F_1524374974_25_수도권_실내_07820.wav,AAC_128kbps,axis2,0.0,1.0,,1,0.2857,35.07,4.56,3.138,,0.8955,0.5235,0.9449,,0.219516,1091.8,2125.0,0.238318,9.6064
일반남여_일반통합06_F_1524374974_25_수도권_실내_07820.wav,TelephoneFilter,axis2,0.0,1.0,,1,0.1875,-4.9,4.099,2.83,,0.9091,0.5909,0.9524,,0.219516,1091.8,2125.0,0.238318,9.6064
일반남여_일반통합06_F_1524374974_25_수도권_실내_07820.wav,Opus_32kbps,axis2,0.0,1.0,,1,0.2708,26.23,4.548,3.238,,0.9091,0.5909,0.9524,,0.219516,1091.8,2125.0,0.238318,9.6064
일반남여_일반통합06_F_1524374974_25_수도권_실내_07820.wav,Crop_10pct,axis2,0.0,1.0,,1,0.2195,35.66,4.562,3.349,,0.6929,0.4015,0.8186,,0.219516,1091.8,2125.0,0.238318,9.6064
일반남여_일반통합06_F_1524374974_25_수도권_실내_07820.wav,TSM_1.1x,axis2,0.0,1.0,,1,0.1905,,4.124,1.14,,0.8942,0.5167,0.9441,,0.219516,1091.8,2125.0,0.238318,9.6064
일반남여_일반통합06_F_1524374974_25_수도권_실내_07820.wav,EnCodec_6kbps,axis3,1.0,-1.0,0.0,0,0.0,8.61,4.487,2.355,,0.0,0.0604,0.0,수동 평가 필요,0.219516,1091.8,2125.0,0.238318,9.6064
일반남여_일반통합06_F_1524374974_25_수도권_실내_07820.wav,DAC,axis3,1.0,-1.0,0.0,0,0.0,-16.26,4.477,2.935,,0.0,0.0604,0.0,수동 평가 필요,0.219516,1091.8,2125.0,0.238318,9.6064
일반남여_일반통합06_F_1524374974_25_수도권_실내_07822.wav,NoAttack,step2,0.0,1.0,,1,0.2917,36.72,4.51,3.325,,0.8955,0.5235,0.9449,,0.258902,1198.73,2765.62,0.275701,7.4009
일반남여_일반통합06_F_1524374974_25_수도권_실내_07822.wav,AWGN_30dB,axis1,1.0,-1.0,,0,0.0,29.16,4.057,1.905,,0.0,0.0604,0.0,,0.258902,1198.73,2765.62,0.275701,7.4009
일반남여_일반통합06_F_1524374974_25_수도권_실내_07822.wav,Resample_44100RT,axis1,0.0,1.0,,1,0.2917,36.74,4.513,3.331,,0.8955,0.5235,0.9449,,0.258902,1198.73,2765.62,0.275701,7.4009
일반남여_일반통합06_F_1524374974_25_수도권_실내_07822.wav,Limiter,axis1,0.0,1.0,,1,0.2917,36.72,4.51,3.325,,0.8955,0.5235,0.9449,,0.258902,1198.73,2765.62,0.275701,7.4009
일반남여_일반통합06_F_1524374974_25_수도권_실내_07822.wav,MP3_128kbps,axis2,0.0,1.0,,1,0.2917,36.5,4.529,3.331,,0.8955,0.5235,0.9449,,0.258902,1198.73,2765.62,0.275701,7.4009
일반남여_일반통합06_F_1524374974_25_수도권_실내_07822.wav,MP3_320kbps,axis2,0.0,1.0,,1,0.2917,36.5,4.528,3.331,,0.8955,0.5235,0.9449,,0.258902,1198.73,2765.62,0.275701,7.4009
일반남여_일반통합06_F_1524374974_25_수도권_실내_07822.wav,AAC_128kbps,axis2,0.0,1.0,,1,0.2857,36.06,4.513,3.308,,0.8955,0.5235,0.9449,,0.258902,1198.73,2765.62,0.275701,7.4009
일반남여_일반통합06_F_1524374974_25_수도권_실내_07822.wav,TelephoneFilter,axis2,0.0,1.0,,1,0.1042,-4.28,3.94,2.49,,0.8769,0.5829,0.9344,,0.258902,1198.73,2765.62,0.275701,7.4009
일반남여_일반통합06_F_1524374974_25_수도권_실내_07822.wav,Opus_32kbps,axis2,0.0,1.0,,1,0.2917,25.19,4.475,3.381,,0.8955,0.5235,0.9449,,0.258902,1198.73,2765.62,0.275701,7.4009
일반남여_일반통합06_F_1524374974_25_수도권_실내_07822.wav,Crop_10pct,axis2,0.0,1.0,,1,0.3171,36.62,4.507,3.242,,0.9196,0.5738,0.9581,,0.258902,1198.73,2765.62,0.275701,7.4009
일반남여_일반통합06_F_1524374974_25_수도권_실내_07822.wav,TSM_1.1x,axis2,0.0,1.0,,1,0.1905,,3.961,1.068,,0.8778,0.5003,0.9349,,0.258902,1198.73,2765.62,0.275701,7.4009
일반남여_일반통합06_F_1524374974_25_수도권_실내_07822.wav,EnCodec_6kbps,axis3,1.0,-1.0,0.0,0,0.0,8.81,4.404,2.195,,0.0,0.0604,0.0,수동 평가 필요,0.258902,1198.73,2765.62,0.275701,7.4009
일반남여_일반통합06_F_1524374974_25_수도권_실내_07822.wav,DAC,axis3,1.0,-1.0,0.0,0,0.0,-23.77,4.437,3.002,,0.0,0.0604,0.0,수동 평가 필요,0.258902,1198.73,2765.62,0.275701,7.4009
일반남여_일반통합06_F_1524374974_25_수도권_실내_07826.wav,NoAttack,step2,0.0,1.0,,1,0.2609,35.28,4.526,3.516,,0.9231,0.5795,0.96,,0.320702,1202.34,1562.5,0.394231,9.2175
일반남여_일반통합06_F_1524374974_25_수도권_실내_07826.wav,AWGN_30dB,axis1,1.0,-1.0,,0,0.0,28.82,3.953,2.081,,0.0,0.0492,0.0,,0.320702,1202.34,1562.5,0.394231,9.2175
일반남여_일반통합06_F_1524374974_25_수도권_실내_07826.wav,Resample_44100RT,axis1,0.0,1.0,,1,0.2609,35.28,4.527,3.518,,0.9231,0.5795,0.96,,0.320702,1202.34,1562.5,0.394231,9.2175
일반남여_일반통합06_F_1524374974_25_수도권_실내_07826.wav,Limiter,axis1,0.0,1.0,,1,0.2609,35.28,4.526,3.516,,0.9231,0.5795,0.96,,0.320702,1202.34,1562.5,0.394231,9.2175
일반남여_일반통합06_F_1524374974_25_수도권_실내_07826.wav,MP3_128kbps,axis2,0.0,1.0,,1,0.2609,35.22,4.527,3.514,,0.9231,0.5795,0.96,,0.320702,1202.34,1562.5,0.394231,9.2175
일반남여_일반통합06_F_1524374974_25_수도권_실내_07826.wav,MP3_320kbps,axis2,0.0,1.0,,1,0.2609,35.22,4.527,3.513,,0.9231,0.5795,0.96,,0.320702,1202.34,1562.5,0.394231,9.2175
일반남여_일반통합06_F_1524374974_25_수도권_실내_07826.wav,AAC_128kbps,axis2,0.0,1.0,,1,0.2609,35.18,4.529,3.499,,0.9231,0.5795,0.96,,0.320702,1202.34,1562.5,0.394231,9.2175
일반남여_일반통합06_F_1524374974_25_수도권_실내_07826.wav,TelephoneFilter,axis2,0.0,1.0,,1,0.1304,-8.64,4.089,3.258,,0.625,0.3604,0.7692,,0.320702,1202.34,1562.5,0.394231,9.2175
일반남여_일반통합06_F_1524374974_25_수도권_실내_07826.wav,Opus_32kbps,axis2,0.0,1.0,,1,0.2391,25.25,4.506,3.458,,0.9231,0.5795,0.96,,0.320702,1202.34,1562.5,0.394231,9.2175
일반남여_일반통합06_F_1524374974_25_수도권_실내_07826.wav,Crop_10pct,axis2,0.0,1.0,,1,0.2308,35.3,4.526,3.527,,0.715,0.4248,0.8338,,0.320702,1202.34,1562.5,0.394231,9.2175
일반남여_일반통합06_F_1524374974_25_수도권_실내_07826.wav,TSM_1.1x,axis2,0.0625,0.875,,1,0.1,,4.091,1.149,,0.6594,0.3819,0.7947,,0.320702,1202.34,1562.5,0.394231,9.2175
일반남여_일반통합06_F_1524374974_25_수도권_실내_07826.wav,EnCodec_6kbps,axis3,1.0,-1.0,0.0,0,0.0,10.23,4.485,2.431,,0.0,0.0492,0.0,수동 평가 필요,0.320702,1202.34,1562.5,0.394231,9.2175
일반남여_일반통합06_F_1524374974_25_수도권_실내_07826.wav,DAC,axis3,1.0,-1.0,0.0,0,0.0,-10.9,4.448,3.311,,0.0,0.0492,0.0,수동 평가 필요,0.320702,1202.34,1562.5,0.394231,9.2175
일반남여_일반통합06_F_1524374974_25_수도권_실내_07834.wav,NoAttack,step2,0.0,1.0,,1,0.2609,35.96,4.632,3.542,,0.9231,0.5795,0.96,,0.274663,1188.64,4312.5,0.283654,7.8164
일반남여_일반통합06_F_1524374974_25_수도권_실내_07834.wav,AWGN_30dB,axis1,0.0625,0.875,,1,0.087,29.0,4.142,2.038,,0.619,0.3739,0.7647,,0.274663,1188.64,4312.5,0.283654,7.8164
일반남여_일반통합06_F_1524374974_25_수도권_실내_07834.wav,Resample_44100RT,axis1,0.0,1.0,,1,0.2609,35.96,4.632,3.543,,0.9231,0.5795,0.96,,0.274663,1188.64,4312.5,0.283654,7.8164
일반남여_일반통합06_F_1524374974_25_수도권_실내_07834.wav,Limiter,axis1,0.0,1.0,,1,0.2609,35.96,4.632,3.542,,0.9231,0.5795,0.96,,0.274663,1188.64,4312.5,0.283654,7.8164
일반남여_일반통합06_F_1524374974_25_수도권_실내_07834.wav,MP3_128kbps,axis2,0.0,1.0,,1,0.2609,34.99,4.611,3.544,,0.9231,0.5795,0.96,,0.274663,1188.64,4312.5,0.283654,7.8164
일반남여_일반통합06_F_1524374974_25_수도권_실내_07834.wav,MP3_320kbps,axis2,0.0,1.0,,1,0.2609,34.91,4.611,3.545,,0.9231,0.5795,0.96,,0.274663,1188.64,4312.5,0.283654,7.8164
일반남여_일반통합06_F_1524374974_25_수도권_실내_07834.wav,AAC_128kbps,axis2,0.0,1.0,,1,0.2609,35.47,4.633,3.538,,0.9231,0.5795,0.96,,0.274663,1188.64,4312.5,0.283654,7.8164
일반남여_일반통합06_F_1524374974_25_수도권_실내_07834.wav,TelephoneFilter,axis2,0.0,1.0,,1,0.1739,-3.89,3.944,2.501,,0.9077,0.5562,0.9516,,0.274663,1188.64,4312.5,0.283654,7.8164
일반남여_일반통합06_F_1524374974_25_수도권_실내_07834.wav,Opus_32kbps,axis2,0.0,1.0,,1,0.2174,23.3,4.506,3.604,,0.9231,0.5795,0.96,,0.274663,1188.64,4312.5,0.283654,7.8164
일반남여_일반통합06_F_1524374974_25_수도권_실내_07834.wav,Crop_10pct,axis2,0.0,1.0,,1,0.2308,35.63,4.643,3.565,,0.9198,0.6043,0.9582,,0.274663,1188.64,4312.5,0.283654,7.8164
일반남여_일반통합06_F_1524374974_25_수도권_실내_07834.wav,TSM_1.1x,axis2,0.0625,0.875,,1,0.125,,4.09,1.083,,0.625,0.3604,0.7692,,0.274663,1188.64,4312.5,0.283654,7.8164
일반남여_일반통합06_F_1524374974_25_수도권_실내_07834.wav,EnCodec_6kbps,axis3,1.0,-1.0,0.0,0,0.0,6.94,4.398,2.26,,0.0,0.0492,0.0,수동 평가 필요,0.274663,1188.64,4312.5,0.283654,7.8164
일반남여_일반통합06_F_1524374974_25_수도권_실내_07834.wav,DAC,axis3,1.0,-1.0,0.0,0,0.0,-18.6,4.521,3.121,,0.0,0.0492,0.0,수동 평가 필요,0.274663,1188.64,4312.5,0.283654,7.8164
일반남여_일반통합06_F_1524374974_25_수도권_실내_07836.wav,NoAttack,step2,0.0,1.0,,1,0.2,36.73,4.555,3.954,,0.8696,0.8632,0.9302,,0.369675,1365.15,2937.5,0.367188,8.0868
일반남여_일반통합06_F_1524374974_25_수도권_실내_07836.wav,AWGN_30dB,axis1,0.0625,0.875,,1,0.05,29.24,4.139,2.49,,0.9048,0.9068,0.95,,0.369675,1365.15,2937.5,0.367188,8.0868
일반남여_일반통합06_F_1524374974_25_수도권_실내_07836.wav,Resample_44100RT,axis1,0.0,1.0,,1,0.2,36.72,4.555,3.96,,0.8696,0.8632,0.9302,,0.369675,1365.15,2937.5,0.367188,8.0868
일반남여_일반통합06_F_1524374974_25_수도권_실내_07836.wav,Limiter,axis1,0.0,1.0,,1,0.2,36.73,4.555,3.954,,0.8696,0.8632,0.9302,,0.369675,1365.15,2937.5,0.367188,8.0868
일반남여_일반통합06_F_1524374974_25_수도권_실내_07836.wav,MP3_128kbps,axis2,0.0,1.0,,1,0.2,36.21,4.548,3.943,,0.8696,0.8632,0.9302,,0.369675,1365.15,2937.5,0.367188,8.0868
일반남여_일반통합06_F_1524374974_25_수도권_실내_07836.wav,MP3_320kbps,axis2,0.0,1.0,,1,0.2,36.22,4.549,3.943,,0.8696,0.8632,0.9302,,0.369675,1365.15,2937.5,0.367188,8.0868
일반남여_일반통합06_F_1524374974_25_수도권_실내_07836.wav,AAC_128kbps,axis2,0.0,1.0,,1,0.2,35.87,4.548,3.948,,0.8696,0.8632,0.9302,,0.369675,1365.15,2937.5,0.367188,8.0868
일반남여_일반통합06_F_1524374974_25_수도권_실내_07836.wav,TelephoneFilter,axis2,0.0,1.0,,1,0.15,-1.18,3.88,3.169,,0.9091,0.9068,0.9524,,0.369675,1365.15,2937.5,0.367188,8.0868
일반남여_일반통합06_F_1524374974_25_수도권_실내_07836.wav,Opus_32kbps,axis2,0.0,1.0,,1,0.2,21.65,4.541,3.86,,0.8696,0.8632,0.9302,,0.369675,1365.15,2937.5,0.367188,8.0868
일반남여_일반통합06_F_1524374974_25_수도권_실내_07836.wav,Crop_10pct,axis2,0.0,1.0,,1,0.125,38.18,4.655,4.158,,0.7574,0.7571,0.8619,,0.369675,1365.15,2937.5,0.367188,8.0868
일반남여_일반통합06_F_1524374974_25_수도권_실내_07836.wav,TSM_1.1x,axis2,0.0,1.0,,1,0.1765,,4.027,1.172,,0.8265,0.813,0.905,,0.369675,1365.15,2937.5,0.367188,8.0868
일반남여_일반통합06_F_1524374974_25_수도권_실내_07836.wav,EnCodec_6kbps,axis3,1.0,-1.0,0.0,0,0.0,6.91,4.37,2.508,,0.0,0.2558,0.0,수동 평가 필요,0.369675,1365.15,2937.5,0.367188,8.0868
일반남여_일반통합06_F_1524374974_25_수도권_실내_07836.wav,DAC,axis3,1.0,-1.0,0.0,0,0.0,-16.7,4.478,3.535,,0.0,0.2558,0.0,수동 평가 필요,0.369675,1365.15,2937.5,0.367188,8.0868
일반남여_일반통합06_F_1524374974_25_수도권_실내_07838.wav,NoAttack,step2,0.0,1.0,,1,0.2273,36.82,4.647,3.766,,0.8696,0.814,0.9302,,0.283434,1104.05,5203.12,0.300493,11.8868
일반남여_일반통합06_F_1524374974_25_수도권_실내_07838.wav,AWGN_30dB,axis1,0.125,0.75,,1,0.0682,29.12,4.028,1.889,,0.4762,0.4928,0.6452,,0.283434,1104.05,5203.12,0.300493,11.8868
일반남여_일반통합06_F_1524374974_25_수도권_실내_07838.wav,Resample_44100RT,axis1,0.0,1.0,,1,0.2273,36.82,4.647,3.77,,0.8696,0.814,0.9302,,0.283434,1104.05,5203.12,0.300493,11.8868
일반남여_일반통합06_F_1524374974_25_수도권_실내_07838.wav,Limiter,axis1,0.0,1.0,,1,0.2273,36.82,4.647,3.766,,0.8696,0.814,0.9302,,0.283434,1104.05,5203.12,0.300493,11.8868
일반남여_일반통합06_F_1524374974_25_수도권_실내_07838.wav,MP3_128kbps,axis2,0.0,1.0,,1,0.2273,34.63,4.641,3.763,,0.8696,0.814,0.9302,,0.283434,1104.05,5203.12,0.300493,11.8868
일반남여_일반통합06_F_1524374974_25_수도권_실내_07838.wav,MP3_320kbps,axis2,0.0,1.0,,1,0.2273,34.52,4.641,3.763,,0.8696,0.814,0.9302,,0.283434,1104.05,5203.12,0.300493,11.8868
일반남여_일반통합06_F_1524374974_25_수도권_실내_07838.wav,AAC_128kbps,axis2,0.0,1.0,,1,0.2,36.32,4.646,3.723,,0.8889,0.8438,0.9412,,0.283434,1104.05,5203.12,0.300493,11.8868
일반남여_일반통합06_F_1524374974_25_수도권_실내_07838.wav,TelephoneFilter,axis2,0.0,1.0,,1,0.1364,-2.79,3.985,2.61,,0.9091,0.874,0.9524,,0.283434,1104.05,5203.12,0.300493,11.8868
일반남여_일반통합06_F_1524374974_25_수도권_실내_07838.wav,Opus_32kbps,axis2,0.0,1.0,,1,0.2045,21.95,4.513,3.788,,0.8889,0.8438,0.9412,,0.283434,1104.05,5203.12,0.300493,11.8868
일반남여_일반통합06_F_1524374974_25_수도권_실내_07838.wav,Crop_10pct,axis2,0.0,1.0,,1,0.2368,36.61,4.647,3.679,,0.8889,0.8082,0.9412,,0.283434,1104.05,5203.12,0.300493,11.8868
일반남여_일반통합06_F_1524374974_25_수도권_실내_07838.wav,TSM_1.1x,axis2,0.0,1.0,,1,0.1579,,4.063,1.118,,0.887,0.8408,0.9401,,0.283434,1104.05,5203.12,0.300493,11.8868
일반남여_일반통합06_F_1524374974_25_수도권_실내_07838.wav,EnCodec_6kbps,axis3,1.0,-1.0,0.0,0,0.0,6.14,4.408,2.232,,0.0,0.1915,0.0,수동 평가 필요,0.283434,1104.05,5203.12,0.300493,11.8868
일반남여_일반통합06_F_1524374974_25_수도권_실내_07838.wav,DAC,axis3,1.0,-1.0,0.0,0,0.0,-27.94,4.528,2.526,,0.0,0.1915,0.0,수동 평가 필요,0.283434,1104.05,5203.12,0.300493,11.8868
일반남여_일반통합06_F_1524374974_25_수도권_실내_07840.wav,NoAttack,step2,0.0,1.0,,1,0.2903,36.96,4.561,3.952,,0.8889,0.721,0.9412,,0.376494,826.35,2593.75,0.3875,5.2914
일반남여_일반통합06_F_1524374974_25_수도권_실내_07840.wav,AWGN_30dB,axis1,1.0,-1.0,,0,0.0,29.25,4.071,2.21,,0.0,0.1093,0.0,,0.376494,826.35,2593.75,0.3875,5.2914
일반남여_일반통합06_F_1524374974_25_수도권_실내_07840.wav,Resample_44100RT,axis1,0.0,1.0,,1,0.2903,36.96,4.562,3.953,,0.8889,0.721,0.9412,,0.376494,826.35,2593.75,0.3875,5.2914
일반남여_일반통합06_F_1524374974_25_수도권_실내_07840.wav,Limiter,axis1,0.0,1.0,,1,0.2903,36.96,4.561,3.952,,0.8889,0.721,0.9412,,0.376494,826.35,2593.75,0.3875,5.2914
일반남여_일반통합06_F_1524374974_25_수도권_실내_07840.wav,MP3_128kbps,axis2,0.0,1.0,,1,0.2903,36.74,4.56,3.944,,0.8889,0.721,0.9412,,0.376494,826.35,2593.75,0.3875,5.2914
일반남여_일반통합06_F_1524374974_25_수도권_실내_07840.wav,MP3_320kbps,axis2,0.0,1.0,,1,0.2903,36.74,4.56,3.944,,0.8889,0.721,0.9412,,0.376494,826.35,2593.75,0.3875,5.2914
일반남여_일반통합06_F_1524374974_25_수도권_실내_07840.wav,AAC_128kbps,axis2,0.0,1.0,,1,0.2903,36.54,4.558,3.946,,0.8889,0.721,0.9412,,0.376494,826.35,2593.75,0.3875,5.2914
일반남여_일반통합06_F_1524374974_25_수도권_실내_07840.wav,TelephoneFilter,axis2,0.0,1.0,,1,0.0645,-10.06,3.866,2.915,,0.4878,0.4072,0.6557,,0.376494,826.35,2593.75,0.3875,5.2914
일반남여_일반통합06_F_1524374974_25_수도권_실내_07840.wav,Opus_32kbps,axis2,0.0,1.0,,1,0.2581,26.81,4.458,3.919,,0.8889,0.721,0.9412,,0.376494,826.35,2593.75,0.3875,5.2914
일반남여_일반통합06_F_1524374974_25_수도권_실내_07840.wav,Crop_10pct,axis2,0.0,1.0,,1,0.3077,37.35,4.592,4.144,,0.872,0.7072,0.9316,,0.376494,826.35,2593.75,0.3875,5.2914
일반남여_일반통합06_F_1524374974_25_수도권_실내_07840.wav,TSM_1.1x,axis2,0.0,1.0,,1,0.2308,,3.948,1.112,,0.8869,0.7155,0.9401,,0.376494,826.35,2593.75,0.3875,5.2914
